date,pm2.5_avg,humidity,temperature,pressure
2023-01-26 00:00:00+00:00,61.028540772532196,42.367,28.033,903.754
2023-01-27 00:00:00+00:00,68.5962311557789,39.5,27.934,903.105
2023-01-28 00:00:00+00:00,80.88743718592964,38.133,30.9,900.473
2023-01-29 00:00:00+00:00,156.1700210748156,59.767,37.067,895.844
2023-01-30 00:00:00+00:00,136.8367755532139,61.267,39.9,894.606
2023-01-31 00:00:00+00:00,115.45648050579557,59.4,40.034,890.994
2023-02-01 00:00:00+00:00,108.78461538461539,61.733,41.167,888.769
2023-02-02 00:00:00+00:00,103.55326659641729,56.3,41.433,889.913
2023-02-03 00:00:00+00:00,10.85,60.833,36.9,893.692
2023-02-04 00:00:00+00:00,29.19166666666667,44.166,27.667,900.407
2023-02-05 00:00:00+00:00,52.18497854077253,60.166,36.533,893.621
2023-02-06 00:00:00+00:00,105.60031612223393,62.633,39.6,891.566
2023-02-07 00:00:00+00:00,41.78991416309013,58.0,45.833,884.132
2023-02-08 00:00:00+00:00,18.341666666666665,54.067,39.7,889.626
2023-02-09 00:00:00+00:00,37.756008583690985,59.933,34.966,898.83
2023-02-10 00:00:00+00:00,35.73905579399142,47.167,31.9,906.558
2023-02-11 00:00:00+00:00,52.495278969957084,42.9,35.233,906.023
2023-02-12 00:00:00+00:00,53.115879828326186,43.067,29.033,902.869
2023-02-13 00:00:00+00:00,66.76909871244635,45.034,27.6,901.058
2023-02-14 00:00:00+00:00,7.75,36.767,27.0,904.202
2023-02-15 00:00:00+00:00,34.0324034334764,37.967,22.133,895.584
2023-02-18 00:00:00+00:00,41.47961373390558,38.034,27.733,904.484
2023-02-19 00:00:00+00:00,60.56309012875537,39.0,34.8,900.755
2023-02-20 00:00:00+00:00,54.667381974248926,38.733,45.5,899.889
2023-02-21 00:00:00+00:00,55.4431330472103,45.633,47.7,892.029
2023-02-22 00:00:00+00:00,20.925,36.633,46.3,893.776
2023-02-23 00:00:00+00:00,41.3244635193133,42.3,43.667,893.433
2023-02-24 00:00:00+00:00,7.75,53.567,41.3,896.028
2023-02-25 00:00:00+00:00,25.833333333333336,33.334,31.334,903.609
2023-02-26 00:00:00+00:00,76.73266331658292,42.6,39.1,903.358
2023-02-27 00:00:00+00:00,76.21331658291457,43.667,42.166,907.089
2023-02-28 00:00:00+00:00,67.54484978540772,43.2,40.8,907.106
2023-03-01 00:00:00+00:00,65.68304721030043,41.0,45.7,902.562
2023-03-02 00:00:00+00:00,108.02644889357217,39.633,49.8,897.215
2023-03-03 00:00:00+00:00,36.669957081545064,61.3,49.367,899.389
2023-03-04 00:00:00+00:00,81.406783919598,59.0,51.034,895.444
2023-03-05 00:00:00+00:00,69.98115577889448,48.1,54.534,895.241
2023-03-06 00:00:00+00:00,35.73905579399142,43.067,53.433,891.315
2023-03-07 00:00:00+00:00,10.333333333333332,39.267,51.9,892.616
2023-03-08 00:00:00+00:00,32.7912017167382,40.0,45.0,897.806
2023-03-09 00:00:00+00:00,39.46266094420601,34.567,50.7,892.838
2023-03-10 00:00:00+00:00,80.71432160804021,58.033,45.034,896.023
2023-03-11 00:00:00+00:00,74.30904522613065,48.733,49.867,897.904
2023-03-12 00:00:00+00:00,49.85772532188841,43.4,53.6,896.748
2023-03-13 00:00:00+00:00,45.51351931330473,40.666,51.033,894.971
2023-03-14 00:00:00+00:00,41.94506437768241,34.067,56.9,895.616
2023-03-15 00:00:00+00:00,43.496566523605146,40.2,58.834,895.582
2023-03-16 00:00:00+00:00,46.13412017167382,40.9,63.466,888.831
2023-03-17 00:00:00+00:00,15.758333333333333,61.166,55.233,891.898
2023-03-18 00:00:00+00:00,45.82381974248927,65.166,54.0,895.634
2023-03-19 00:00:00+00:00,34.808154506437766,42.6,52.667,893.865
2023-03-20 00:00:00+00:00,9.558333333333334,64.0,52.467,891.487
